segment,duration,loudness_max,pitches,pitch1,pitch2,pitch3,pitch4,pitch5,pitch6,pitch7,pitch8,pitch9,pitch10,pitch11,pitch12
445,0.23814,-3.501,"[1.0, 0.989, 0.875, 0.866, 0.757, 0.56, 0.381, 0.4, 0.401, 0.463, 0.489, 0.788]",1.0,0.989,0.875,0.866,0.757,0.56,0.381,0.4,0.401,0.463,0.489,0.788
446,0.15683,-3.555,"[0.859, 0.89, 0.306, 0.41, 0.549, 0.506, 0.798, 0.766, 0.999, 1.0, 0.918, 0.084]",0.859,0.89,0.306,0.41,0.549,0.506,0.798,0.766,0.999,1.0,0.918,0.084
447,0.2385,-4.58,"[1.0, 0.757, 0.345, 0.409, 0.6, 0.7, 0.37, 0.188, 0.173, 0.283, 0.353, 0.675]",1.0,0.757,0.345,0.409,0.6,0.7,0.37,0.188,0.173,0.283,0.353,0.675
448,0.20268,-5.02,"[0.421, 1.0, 0.818, 0.422, 0.401, 0.61, 0.374, 0.425, 0.718, 0.437, 0.24, 0.257]",0.421,1.0,0.818,0.422,0.401,0.61,0.374,0.425,0.718,0.437,0.24,0.257
449,0.1912,-6.796,"[1.0, 0.863, 0.537, 0.385, 0.338, 0.464, 0.242, 0.18, 0.393, 0.682, 0.484, 0.733]",1.0,0.863,0.537,0.385,0.338,0.464,0.242,0.18,0.393,0.682,0.484,0.733
450,0.19741,-6.97,"[0.479, 1.0, 0.774, 0.402, 0.407, 0.786, 0.473, 0.217, 0.258, 0.445, 0.812, 0.79]",0.479,1.0,0.774,0.402,0.407,0.786,0.473,0.217,0.258,0.445,0.812,0.79
451,0.18054,-6.458,"[0.297, 0.282, 0.06, 0.07, 0.233, 0.212, 0.724, 0.737, 1.0, 0.998, 0.334, 0.056]",0.297,0.282,0.06,0.07,0.233,0.212,0.724,0.737,1.0,0.998,0.334,0.056
452,0.20286,-4.116,"[0.507, 0.638, 0.727, 0.423, 0.625, 0.469, 0.337, 0.702, 1.0, 0.547, 0.426, 0.349]",0.507,0.638,0.727,0.423,0.625,0.469,0.337,0.702,1.0,0.547,0.426,0.349
453,0.19755,-6.54,"[0.916, 1.0, 0.846, 0.68, 0.815, 0.617, 0.45, 0.665, 1.0, 0.551, 0.442, 0.892]",0.916,1.0,0.846,0.68,0.815,0.617,0.45,0.665,1.0,0.551,0.442,0.892
454,0.32485,-3.503,"[0.536, 0.641, 0.59, 1.0, 0.785, 0.577, 0.395, 0.358, 0.465, 0.518, 0.438, 0.855]",0.536,0.641,0.59,1.0,0.785,0.577,0.395,0.358,0.465,0.518,0.438,0.855
455,0.44703,-5.126,"[0.739, 0.748, 0.769, 0.631, 0.84, 0.766, 0.717, 0.733, 0.99, 1.0, 0.948, 0.727]",0.739,0.748,0.769,0.631,0.84,0.766,0.717,0.733,0.99,1.0,0.948,0.727
456,0.11061,-6.574,"[0.61, 0.622, 0.289, 0.398, 0.774, 0.635, 0.927, 0.941, 1.0, 1.0, 0.762, 0.072]",0.61,0.622,0.289,0.398,0.774,0.635,0.927,0.941,1.0,1.0,0.762,0.072
457,0.22005,-5.525,"[0.867, 0.91, 0.714, 1.0, 0.895, 0.769, 0.415, 0.27, 0.472, 0.6, 0.51, 0.919]",0.867,0.91,0.714,1.0,0.895,0.769,0.415,0.27,0.472,0.6,0.51,0.919
458,0.22653,-5.99,"[0.174, 0.375, 0.244, 0.234, 0.217, 0.363, 0.331, 0.595, 1.0, 0.403, 0.178, 0.171]",0.174,0.375,0.244,0.234,0.217,0.363,0.331,0.595,1.0,0.403,0.178,0.171
459,0.18576,-5.51,"[0.427, 0.431, 0.336, 0.313, 0.943, 0.948, 0.945, 1.0, 0.503, 0.478, 0.265, 0.378]",0.427,0.431,0.336,0.313,0.943,0.948,0.945,1.0,0.503,0.478,0.265,0.378
460,0.19732,-5.257,"[0.95, 0.893, 0.71, 0.674, 0.73, 0.91, 0.511, 0.272, 0.343, 0.504, 0.84, 1.0]",0.95,0.893,0.71,0.674,0.73,0.91,0.511,0.272,0.343,0.504,0.84,1.0
461,0.16776,-5.793,"[0.58, 0.484, 0.091, 0.086, 0.271, 0.271, 0.716, 0.733, 0.956, 1.0, 0.567, 0.096]",0.58,0.484,0.091,0.086,0.271,0.271,0.716,0.733,0.956,1.0,0.567,0.096
462,0.21592,-5.732,"[0.268, 0.493, 0.429, 0.523, 0.361, 0.78, 0.47, 1.0, 0.865, 0.56, 0.336, 0.277]",0.268,0.493,0.429,0.523,0.361,0.78,0.47,1.0,0.865,0.56,0.336,0.277
463,0.19696,-6.123,"[1.0, 0.744, 0.547, 0.534, 0.449, 0.466, 0.199, 0.188, 0.32, 0.369, 0.391, 0.823]",1.0,0.744,0.547,0.534,0.449,0.466,0.199,0.188,0.32,0.369,0.391,0.823
464,0.19111,-5.402,"[1.0, 0.946, 0.744, 0.656, 0.725, 0.698, 0.468, 0.423, 0.366, 0.548, 0.772, 0.958]",1.0,0.946,0.744,0.656,0.725,0.698,0.468,0.423,0.366,0.548,0.772,0.958
465,0.20349,-5.439,"[1.0, 0.569, 0.278, 0.215, 0.216, 0.184, 0.13, 0.141, 0.093, 0.181, 0.286, 0.676]",1.0,0.569,0.278,0.215,0.216,0.184,0.13,0.141,0.093,0.181,0.286,0.676
466,0.17392,-6.135,"[0.279, 0.706, 0.727, 0.546, 0.387, 0.807, 0.692, 0.477, 1.0, 0.493, 0.331, 0.283]",0.279,0.706,0.727,0.546,0.387,0.807,0.692,0.477,1.0,0.493,0.331,0.283
467,0.10494,-6.513,"[0.236, 0.298, 0.235, 0.272, 0.455, 0.617, 0.529, 0.755, 1.0, 0.491, 0.278, 0.177]",0.236,0.298,0.235,0.272,0.455,0.617,0.529,0.755,1.0,0.491,0.278,0.177
468,0.09878,-3.83,"[0.515, 0.471, 0.541, 0.68, 0.547, 0.42, 0.767, 1.0, 0.996, 0.988, 0.814, 0.416]",0.515,0.471,0.541,0.68,0.547,0.42,0.767,1.0,0.996,0.988,0.814,0.416
469,0.10426,-3.853,"[0.399, 0.492, 0.345, 0.476, 0.755, 0.826, 0.999, 1.0, 0.987, 0.845, 0.562, 0.333]",0.399,0.492,0.345,0.476,0.755,0.826,0.999,1.0,0.987,0.845,0.562,0.333
470,0.26698,-2.152,"[0.896, 0.894, 0.703, 0.856, 0.62, 1.0, 0.733, 0.77, 0.998, 0.863, 0.669, 0.783]",0.896,0.894,0.703,0.856,0.62,1.0,0.733,0.77,0.998,0.863,0.669,0.783
471,1.1673,-1.052,"[0.426, 0.347, 0.4, 0.453, 0.599, 0.581, 0.583, 0.811, 1.0, 0.644, 0.555, 0.45]",0.426,0.347,0.4,0.453,0.599,0.581,0.583,0.811,1.0,0.644,0.555,0.45
472,0.66712,-1.346,"[0.829, 0.643, 0.354, 0.312, 0.375, 0.919, 0.576, 0.563, 0.866, 1.0, 0.494, 0.495]",0.829,0.643,0.354,0.312,0.375,0.919,0.576,0.563,0.866,1.0,0.494,0.495
473,0.42395,-2.095,"[0.749, 0.647, 0.349, 0.382, 0.754, 1.0, 0.439, 0.545, 0.53, 0.832, 0.574, 0.483]",0.749,0.647,0.349,0.382,0.754,1.0,0.439,0.545,0.53,0.832,0.574,0.483
474,0.29601,-2.339,"[0.438, 0.522, 0.245, 0.473, 0.518, 0.947, 1.0, 0.324, 0.792, 0.601, 0.19, 0.166]",0.438,0.522,0.245,0.473,0.518,0.947,1.0,0.324,0.792,0.601,0.19,0.166
475,0.22045,-3.593,"[1.0, 0.984, 0.945, 0.641, 0.554, 0.835, 0.745, 0.622, 0.798, 0.834, 0.569, 0.945]",1.0,0.984,0.945,0.641,0.554,0.835,0.745,0.622,0.798,0.834,0.569,0.945
476,0.26721,-4.282,"[1.0, 0.914, 0.674, 0.442, 0.477, 0.564, 0.453, 0.226, 0.41, 0.701, 0.164, 0.725]",1.0,0.914,0.674,0.442,0.477,0.564,0.453,0.226,0.41,0.701,0.164,0.725
477,0.26113,-3.661,"[0.269, 0.28, 0.208, 0.274, 0.699, 0.349, 0.217, 0.211, 0.608, 1.0, 0.415, 0.329]",0.269,0.28,0.208,0.274,0.699,0.349,0.217,0.211,0.608,1.0,0.415,0.329
478,0.30766,-3.779,"[0.433, 0.49, 0.418, 0.384, 0.623, 0.303, 0.183, 0.199, 0.288, 1.0, 0.353, 0.463]",0.433,0.49,0.418,0.384,0.623,0.303,0.183,0.199,0.288,1.0,0.353,0.463
479,0.20313,-5.853,"[0.344, 0.305, 0.153, 0.375, 0.57, 0.295, 0.126, 0.302, 0.489, 1.0, 0.3, 0.198]",0.344,0.305,0.153,0.375,0.57,0.295,0.126,0.302,0.489,1.0,0.3,0.198
480,0.33048,-4.09,"[0.535, 0.572, 0.486, 0.445, 0.574, 0.343, 0.382, 0.233, 0.322, 1.0, 0.374, 0.554]",0.535,0.572,0.486,0.445,0.574,0.343,0.382,0.233,0.322,1.0,0.374,0.554
481,0.13946,-5.339,"[0.608, 1.0, 0.281, 0.185, 0.139, 0.197, 0.125, 0.124, 0.246, 0.29, 0.255, 0.177]",0.608,1.0,0.281,0.185,0.139,0.197,0.125,0.124,0.246,0.29,0.255,0.177
482,0.30222,-4.013,"[0.258, 0.476, 1.0, 0.271, 0.162, 0.167, 0.162, 0.227, 0.158, 0.288, 0.151, 0.217]",0.258,0.476,1.0,0.271,0.162,0.167,0.162,0.227,0.158,0.288,0.151,0.217
483,0.3019,-2.957,"[0.144, 0.6, 1.0, 0.327, 0.385, 0.263, 0.124, 0.117, 0.222, 0.249, 0.056, 0.128]",0.144,0.6,1.0,0.327,0.385,0.263,0.124,0.117,0.222,0.249,0.056,0.128
484,0.49977,-4.595,"[0.372, 0.239, 1.0, 0.44, 0.474, 0.739, 0.726, 0.434, 0.771, 0.673, 0.384, 0.337]",0.372,0.239,1.0,0.44,0.474,0.739,0.726,0.434,0.771,0.673,0.384,0.337
485,0.38259,-3.131,"[0.368, 0.506, 0.715, 0.729, 1.0, 0.785, 0.939, 0.313, 0.486, 0.743, 0.439, 0.432]",0.368,0.506,0.715,0.729,1.0,0.785,0.939,0.313,0.486,0.743,0.439,0.432
486,0.3946,-3.612,"[0.206, 0.248, 0.411, 0.304, 0.336, 0.499, 0.309, 1.0, 0.451, 0.522, 0.449, 0.262]",0.206,0.248,0.411,0.304,0.336,0.499,0.309,1.0,0.451,0.522,0.449,0.262
487,0.19732,-4.359,"[0.107, 0.37, 1.0, 0.372, 0.122, 0.121, 0.169, 0.318, 0.265, 0.241, 0.125, 0.122]",0.107,0.37,1.0,0.372,0.122,0.121,0.169,0.318,0.265,0.241,0.125,0.122
488,0.40054,-5.696,"[0.411, 0.475, 0.496, 0.456, 0.614, 0.617, 0.603, 1.0, 0.878, 0.775, 0.679, 0.5]",0.411,0.475,0.496,0.456,0.614,0.617,0.603,1.0,0.878,0.775,0.679,0.5
489,0.12798,-5.326,"[0.802, 0.95, 0.335, 0.153, 0.378, 0.44, 0.814, 0.795, 0.929, 1.0, 0.714, 0.047]",0.802,0.95,0.335,0.153,0.378,0.44,0.814,0.795,0.929,1.0,0.714,0.047
490,0.25519,-3.747,"[0.275, 0.317, 0.399, 0.446, 0.637, 0.535, 0.406, 0.777, 0.794, 1.0, 0.428, 0.211]",0.275,0.317,0.399,0.446,0.637,0.535,0.406,0.777,0.794,1.0,0.428,0.211
491,0.38231,-4.089,"[0.799, 0.724, 0.48, 0.474, 0.436, 0.484, 0.535, 0.72, 0.828, 1.0, 0.698, 0.382]",0.799,0.724,0.48,0.474,0.436,0.484,0.535,0.72,0.828,1.0,0.698,0.382
492,0.17469,-5.537,"[0.541, 0.381, 0.09, 0.087, 0.403, 0.385, 0.906, 1.0, 0.895, 0.873, 0.387, 0.074]",0.541,0.381,0.09,0.087,0.403,0.385,0.906,1.0,0.895,0.873,0.387,0.074
493,0.66408,-3.906,"[1.0, 0.285, 0.328, 0.313, 0.353, 0.32, 0.274, 0.431, 0.524, 0.436, 0.361, 0.292]",1.0,0.285,0.328,0.313,0.353,0.32,0.274,0.431,0.524,0.436,0.361,0.292
494,0.12009,-5.608,"[0.865, 0.459, 0.128, 0.081, 0.418, 0.355, 0.726, 0.773, 0.997, 1.0, 0.985, 0.148]",0.865,0.459,0.128,0.081,0.418,0.355,0.726,0.773,0.997,1.0,0.985,0.148
495,0.36549,-2.448,"[1.0, 0.694, 0.745, 0.594, 0.536, 0.554, 0.447, 0.28, 0.543, 0.313, 0.347, 0.58]",1.0,0.694,0.745,0.594,0.536,0.554,0.447,0.28,0.543,0.313,0.347,0.58
496,0.2205,-5.686,"[1.0, 0.626, 0.458, 0.171, 0.22, 0.773, 0.323, 0.218, 0.106, 0.168, 0.2, 0.626]",1.0,0.626,0.458,0.171,0.22,0.773,0.323,0.218,0.106,0.168,0.2,0.626
497,0.07605,-6.32,"[0.967, 0.809, 0.79, 0.802, 0.36, 0.355, 0.674, 0.662, 0.795, 0.796, 1.0, 0.799]",0.967,0.809,0.79,0.802,0.36,0.355,0.674,0.662,0.795,0.796,1.0,0.799
498,0.11592,-6.814,"[1.0, 0.608, 0.149, 0.179, 0.253, 0.353, 0.33, 0.296, 0.258, 0.323, 0.171, 0.485]",1.0,0.608,0.149,0.179,0.253,0.353,0.33,0.296,0.258,0.323,0.171,0.485
499,0.24934,-4.039,"[0.74, 0.33, 0.191, 0.122, 0.37, 1.0, 0.397, 0.12, 0.224, 0.081, 0.086, 0.286]",0.74,0.33,0.191,0.122,0.37,1.0,0.397,0.12,0.224,0.081,0.086,0.286
500,0.48766,-5.203,"[0.787, 0.533, 0.297, 0.213, 0.452, 1.0, 0.536, 0.473, 0.593, 0.543, 0.564, 0.496]",0.787,0.533,0.297,0.213,0.452,1.0,0.536,0.473,0.593,0.543,0.564,0.496
501,0.44104,-3.211,"[0.577, 0.375, 0.423, 0.353, 0.544, 1.0, 0.866, 0.871, 0.833, 0.429, 0.452, 0.504]",0.577,0.375,0.423,0.353,0.544,1.0,0.866,0.871,0.833,0.429,0.452,0.504
502,0.3654,-5.674,"[0.842, 0.512, 0.511, 0.497, 0.671, 0.664, 0.515, 0.453, 0.746, 0.442, 0.373, 1.0]",0.842,0.512,0.511,0.497,0.671,0.664,0.515,0.453,0.746,0.442,0.373,1.0
503,0.19791,-5.03,"[0.31, 0.188, 0.221, 0.203, 0.359, 0.186, 0.138, 0.168, 0.565, 1.0, 0.471, 0.225]",0.31,0.188,0.221,0.203,0.359,0.186,0.138,0.168,0.565,1.0,0.471,0.225
504,0.59769,-4.566,"[0.329, 0.303, 0.341, 0.272, 0.318, 0.436, 0.364, 0.533, 0.44, 1.0, 0.552, 0.238]",0.329,0.303,0.341,0.272,0.318,0.436,0.364,0.533,0.44,1.0,0.552,0.238
505,0.37138,-4.634,"[0.467, 0.187, 0.219, 0.46, 0.727, 0.299, 0.171, 0.25, 0.503, 0.368, 0.559, 1.0]",0.467,0.187,0.219,0.46,0.727,0.299,0.171,0.25,0.503,0.368,0.559,1.0
506,0.22839,-4.917,"[0.077, 0.561, 1.0, 0.274, 0.095, 0.146, 0.072, 0.069, 0.124, 0.118, 0.147, 0.109]",0.077,0.561,1.0,0.274,0.095,0.146,0.072,0.069,0.124,0.118,0.147,0.109
507,0.38122,-3.309,"[0.185, 0.916, 1.0, 0.509, 0.389, 0.274, 0.325, 0.611, 0.718, 0.609, 0.26, 0.218]",0.185,0.916,1.0,0.509,0.389,0.274,0.325,0.611,0.718,0.609,0.26,0.218
508,0.19143,-4.796,"[0.036, 0.119, 0.116, 0.043, 0.144, 0.062, 0.019, 0.049, 0.262, 1.0, 0.323, 0.03]",0.036,0.119,0.116,0.043,0.144,0.062,0.019,0.049,0.262,1.0,0.323,0.03
509,0.37156,-3.2,"[0.702, 0.656, 0.791, 0.327, 0.378, 0.627, 0.413, 0.473, 0.584, 1.0, 0.771, 0.621]",0.702,0.656,0.791,0.327,0.378,0.627,0.413,0.473,0.584,1.0,0.771,0.621
510,0.36562,-5.008,"[0.333, 0.621, 1.0, 0.349, 0.289, 0.217, 0.184, 0.417, 0.534, 0.51, 0.296, 0.305]",0.333,0.621,1.0,0.349,0.289,0.217,0.184,0.417,0.534,0.51,0.296,0.305
511,0.40145,-4.913,"[0.341, 0.316, 0.463, 0.25, 0.278, 0.38, 0.508, 1.0, 0.548, 0.342, 0.528, 0.402]",0.341,0.316,0.463,0.25,0.278,0.38,0.508,1.0,0.548,0.342,0.528,0.402
512,0.20803,-4.835,"[0.246, 0.343, 0.59, 0.226, 0.16, 0.169, 0.422, 1.0, 0.411, 0.329, 0.175, 0.262]",0.246,0.343,0.59,0.226,0.16,0.169,0.422,1.0,0.411,0.329,0.175,0.262
513,0.38916,-3.987,"[0.374, 0.355, 0.332, 0.218, 0.343, 0.416, 0.395, 1.0, 0.632, 0.651, 0.53, 0.476]",0.374,0.355,0.332,0.218,0.343,0.416,0.395,1.0,0.632,0.651,0.53,0.476
514,0.1981,-4.499,"[0.642, 0.59, 0.484, 0.219, 0.213, 0.622, 0.339, 1.0, 0.367, 0.242, 0.089, 0.473]",0.642,0.59,0.484,0.219,0.213,0.622,0.339,1.0,0.367,0.242,0.089,0.473
515,0.64431,-2.79,"[0.495, 0.497, 0.485, 0.247, 0.416, 0.545, 0.322, 1.0, 0.451, 0.402, 0.562, 0.604]",0.495,0.497,0.485,0.247,0.416,0.545,0.322,1.0,0.451,0.402,0.562,0.604
516,0.50476,-3.874,"[1.0, 0.191, 0.178, 0.117, 0.204, 0.126, 0.076, 0.27, 0.241, 0.137, 0.096, 0.196]",1.0,0.191,0.178,0.117,0.204,0.126,0.076,0.27,0.241,0.137,0.096,0.196
517,0.34776,-3.643,"[1.0, 0.446, 0.465, 0.295, 0.204, 0.22, 0.206, 0.312, 0.158, 0.155, 0.15, 0.226]",1.0,0.446,0.465,0.295,0.204,0.22,0.206,0.312,0.158,0.155,0.15,0.226
518,0.15692,-4.257,"[0.701, 1.0, 0.546, 0.404, 0.45, 0.431, 0.332, 0.687, 0.894, 0.51, 0.403, 0.379]",0.701,1.0,0.546,0.404,0.45,0.431,0.332,0.687,0.894,0.51,0.403,0.379
519,0.25556,-4.271,"[0.28, 0.131, 0.482, 0.497, 1.0, 0.72, 0.379, 0.153, 0.194, 0.286, 0.198, 0.279]",0.28,0.131,0.482,0.497,1.0,0.72,0.379,0.153,0.194,0.286,0.198,0.279
520,0.38862,-3.319,"[0.355, 0.19, 0.114, 0.164, 0.248, 1.0, 0.482, 0.323, 0.195, 0.166, 0.148, 0.251]",0.355,0.19,0.114,0.164,0.248,1.0,0.482,0.323,0.195,0.166,0.148,0.251
521,1.15011,-2.205,"[0.545, 0.415, 0.355, 0.306, 0.517, 0.836, 0.801, 0.897, 0.809, 1.0, 0.504, 0.544]",0.545,0.415,0.355,0.306,0.517,0.836,0.801,0.897,0.809,1.0,0.504,0.544
522,0.39424,-3.074,"[0.67, 0.531, 0.428, 0.878, 0.764, 1.0, 0.649, 0.912, 0.647, 0.989, 0.566, 0.654]",0.67,0.531,0.428,0.878,0.764,1.0,0.649,0.912,0.647,0.989,0.566,0.654
523,0.17986,-3.049,"[0.21, 0.134, 0.159, 1.0, 0.242, 0.281, 0.208, 0.166, 0.387, 0.195, 0.279, 0.119]",0.21,0.134,0.159,1.0,0.242,0.281,0.208,0.166,0.387,0.195,0.279,0.119
524,0.19238,-5.203,"[0.44, 0.12, 0.282, 1.0, 0.289, 0.387, 0.102, 0.229, 0.364, 0.288, 0.125, 0.153]",0.44,0.12,0.282,1.0,0.289,0.387,0.102,0.229,0.364,0.288,0.125,0.153
525,0.10961,-4.011,"[0.871, 1.0, 0.26, 0.249, 0.266, 0.211, 0.285, 0.296, 0.444, 0.498, 0.588, 0.175]",0.871,1.0,0.26,0.249,0.266,0.211,0.285,0.296,0.444,0.498,0.588,0.175
526,0.13347,-2.657,"[0.359, 0.507, 0.501, 0.917, 1.0, 0.873, 0.512, 0.54, 0.154, 0.364, 0.179, 0.163]",0.359,0.507,0.501,0.917,1.0,0.873,0.512,0.54,0.154,0.364,0.179,0.163
527,0.37138,-2.663,"[0.45, 0.343, 1.0, 0.579, 0.409, 0.552, 0.324, 0.619, 0.787, 0.494, 0.314, 0.358]",0.45,0.343,1.0,0.579,0.409,0.552,0.324,0.619,0.787,0.494,0.314,0.358
528,0.26685,-3.691,"[1.0, 0.427, 0.211, 0.268, 0.187, 0.304, 0.179, 0.185, 0.146, 0.123, 0.131, 0.34]",1.0,0.427,0.211,0.268,0.187,0.304,0.179,0.185,0.146,0.123,0.131,0.34
529,0.30807,-4.319,"[0.493, 0.311, 0.269, 0.194, 0.175, 0.572, 0.293, 0.139, 0.455, 0.822, 1.0, 0.518]",0.493,0.311,0.269,0.194,0.175,0.572,0.293,0.139,0.455,0.822,1.0,0.518
530,0.38857,-2.904,"[0.333, 0.213, 0.339, 0.191, 0.311, 0.422, 0.166, 0.186, 0.326, 0.797, 1.0, 0.321]",0.333,0.213,0.339,0.191,0.311,0.422,0.166,0.186,0.326,0.797,1.0,0.321
531,0.38939,-4.584,"[0.331, 0.289, 0.338, 0.219, 0.339, 0.463, 0.422, 0.316, 0.373, 0.354, 1.0, 0.367]",0.331,0.289,0.338,0.219,0.339,0.463,0.422,0.316,0.373,0.354,1.0,0.367
532,0.17388,-4.849,"[0.172, 0.523, 0.31, 0.232, 0.181, 0.564, 0.254, 0.309, 0.385, 0.196, 1.0, 0.496]",0.172,0.523,0.31,0.232,0.181,0.564,0.254,0.309,0.385,0.196,1.0,0.496
533,0.2088,-2.094,"[0.062, 0.052, 0.102, 0.095, 0.177, 0.164, 0.084, 0.139, 0.323, 1.0, 0.437, 0.06]",0.062,0.052,0.102,0.095,0.177,0.164,0.084,0.139,0.323,1.0,0.437,0.06
534,0.20621,-2.615,"[0.097, 0.199, 0.324, 0.176, 0.241, 0.227, 0.416, 1.0, 0.433, 0.154, 0.113, 0.213]",0.097,0.199,0.324,0.176,0.241,0.227,0.416,1.0,0.433,0.154,0.113,0.213
535,0.17714,-3.753,"[0.415, 0.354, 0.121, 0.049, 0.257, 0.286, 0.656, 1.0, 0.54, 0.579, 0.182, 0.055]",0.415,0.354,0.121,0.049,0.257,0.286,0.656,1.0,0.54,0.579,0.182,0.055
536,0.19156,-1.527,"[0.177, 0.161, 0.407, 0.273, 0.245, 0.488, 0.606, 1.0, 0.592, 0.475, 0.461, 0.162]",0.177,0.161,0.407,0.273,0.245,0.488,0.606,1.0,0.592,0.475,0.461,0.162
537,0.15646,-2.683,"[0.154, 0.441, 1.0, 0.284, 0.133, 0.159, 0.182, 0.458, 0.196, 0.191, 0.155, 0.151]",0.154,0.441,1.0,0.284,0.133,0.159,0.182,0.458,0.196,0.191,0.155,0.151
538,0.2039,-3.12,"[0.503, 0.718, 1.0, 0.548, 0.432, 0.47, 0.668, 0.576, 0.492, 0.662, 0.369, 0.632]",0.503,0.718,1.0,0.548,0.432,0.47,0.668,0.576,0.492,0.662,0.369,0.632
539,0.23751,-2.673,"[0.56, 0.561, 0.586, 0.42, 0.521, 0.855, 0.813, 1.0, 0.416, 0.402, 0.332, 0.765]",0.56,0.561,0.586,0.42,0.521,0.855,0.813,1.0,0.416,0.402,0.332,0.765
540,0.36576,-2.029,"[0.1, 0.258, 0.81, 0.368, 0.241, 0.207, 0.381, 1.0, 0.436, 0.222, 0.087, 0.141]",0.1,0.258,0.81,0.368,0.241,0.207,0.381,1.0,0.436,0.222,0.087,0.141
541,0.2254,-4.206,"[0.26, 0.633, 0.827, 0.321, 0.164, 0.215, 1.0, 0.245, 0.247, 0.262, 0.161, 0.308]",0.26,0.633,0.827,0.321,0.164,0.215,1.0,0.245,0.247,0.262,0.161,0.308
542,0.15184,-3.517,"[0.696, 0.958, 0.678, 0.282, 0.415, 0.383, 1.0, 0.861, 0.838, 0.86, 0.433, 0.068]",0.696,0.958,0.678,0.282,0.415,0.383,1.0,0.861,0.838,0.86,0.433,0.068
543,0.19755,-3.096,"[0.168, 0.61, 1.0, 0.375, 0.188, 0.165, 0.215, 0.195, 0.333, 0.475, 0.173, 0.117]",0.168,0.61,1.0,0.375,0.188,0.165,0.215,0.195,0.333,0.475,0.173,0.117
544,0.18327,-2.445,"[0.289, 0.579, 1.0, 0.351, 0.331, 0.227, 0.988, 0.336, 0.154, 0.3, 0.157, 0.106]",0.289,0.579,1.0,0.351,0.331,0.227,0.988,0.336,0.154,0.3,0.157,0.106
545,0.28073,-2.749,"[0.233, 0.754, 1.0, 0.609, 0.337, 0.324, 0.824, 0.272, 0.266, 0.404, 0.184, 0.38]",0.233,0.754,1.0,0.609,0.337,0.324,0.824,0.272,0.266,0.404,0.184,0.38
546,0.31959,-1.965,"[0.326, 0.347, 0.404, 0.319, 0.401, 0.475, 1.0, 0.512, 0.705, 0.719, 0.268, 0.313]",0.326,0.347,0.404,0.319,0.401,0.475,1.0,0.512,0.705,0.719,0.268,0.313
547,0.17433,-4.374,"[0.355, 1.0, 0.608, 0.229, 0.12, 0.145, 0.159, 0.264, 0.25, 0.3, 0.216, 0.352]",0.355,1.0,0.608,0.229,0.12,0.145,0.159,0.264,0.25,0.3,0.216,0.352
548,0.41755,-2.626,"[0.344, 0.414, 0.439, 0.297, 0.341, 0.609, 0.806, 1.0, 0.791, 0.475, 0.341, 0.501]",0.344,0.414,0.439,0.297,0.341,0.609,0.806,1.0,0.791,0.475,0.341,0.501
549,0.58054,-2.381,"[0.197, 0.23, 0.358, 0.252, 0.341, 0.312, 0.41, 1.0, 0.604, 0.403, 0.32, 0.28]",0.197,0.23,0.358,0.252,0.341,0.312,0.41,1.0,0.604,0.403,0.32,0.28
550,0.19769,-3.815,"[1.0, 0.626, 0.676, 0.327, 0.34, 0.347, 0.555, 0.908, 0.349, 0.389, 0.683, 0.95]",1.0,0.626,0.676,0.327,0.34,0.347,0.555,0.908,0.349,0.389,0.683,0.95
551,0.31365,-2.387,"[0.191, 0.26, 0.337, 0.295, 0.398, 0.293, 0.218, 1.0, 0.455, 0.276, 0.268, 0.167]",0.191,0.26,0.337,0.295,0.398,0.293,0.218,1.0,0.455,0.276,0.268,0.167
552,0.10975,-3.987,"[0.525, 0.582, 1.0, 0.184, 0.231, 0.455, 0.654, 0.463, 0.349, 0.688, 0.429, 0.496]",0.525,0.582,1.0,0.184,0.231,0.455,0.654,0.463,0.349,0.688,0.429,0.496
553,0.36585,-2.115,"[0.186, 0.397, 1.0, 0.262, 0.143, 0.165, 0.744, 0.233, 0.216, 0.356, 0.18, 0.16]",0.186,0.397,1.0,0.262,0.143,0.165,0.744,0.233,0.216,0.356,0.18,0.16
554,0.16254,-2.105,"[0.231, 1.0, 0.785, 0.145, 0.145, 0.181, 0.347, 0.194, 0.259, 0.442, 0.182, 0.078]",0.231,1.0,0.785,0.145,0.145,0.181,0.347,0.194,0.259,0.442,0.182,0.078
555,0.18626,-2.384,"[0.105, 0.3, 0.436, 0.081, 0.1, 0.337, 1.0, 0.426, 0.104, 0.191, 0.085, 0.065]",0.105,0.3,0.436,0.081,0.1,0.337,1.0,0.426,0.104,0.191,0.085,0.065
556,0.25519,-2.064,"[0.233, 0.347, 0.954, 0.223, 0.135, 0.459, 1.0, 0.378, 0.243, 0.232, 0.147, 0.352]",0.233,0.347,0.954,0.223,0.135,0.459,1.0,0.378,0.243,0.232,0.147,0.352
557,0.27837,-1.299,"[0.179, 0.604, 1.0, 0.281, 0.401, 0.308, 0.578, 0.37, 0.481, 0.636, 0.227, 0.244]",0.179,0.604,1.0,0.281,0.401,0.308,0.578,0.37,0.481,0.636,0.227,0.244
558,1.24209,-1.716,"[0.373, 0.294, 0.375, 0.208, 0.302, 0.388, 0.459, 1.0, 0.512, 0.324, 0.502, 0.328]",0.373,0.294,0.375,0.208,0.302,0.388,0.459,1.0,0.512,0.324,0.502,0.328
